"id","title","authors","year","venue","doi","source","abstract","ai_decision","ai_confidence","criteria_triggered","justification","decision","rule"
"REC_1110","Cross-Session 3D LiDAR and Camera Fusion for Robust Localization of Unmanned Aerial Vehicles in GPS-Denied Environments","Quach C.H.; Vo C.T.; Tran D.L.T.; Nguyen T.S.; Phung M.D.; Tran T.H.","2026","","10.1155/joro/9948104","Scopus","Accurate localization of unmanned aerial vehicles (UAVs) is essential for applications such as structural health monitoring, especially in environments where global positioning system (GPS) signals are denied or unreliable, like indoor spaces, tunnels, urban canyons, or areas beneath large structures. To address this challenge, we propose cross-fusion, a novel method for real-time UAV localization that integrates data from a 3D light detection and ranging (LiDAR) and a monocular camera. A key contribution is its cross-session fusion strategy, which integrates visual and geometric information collected from multiple agents during routine baseline surveys to improve localization consistency and map completeness. The system employs LiDAR-based odometry for motion tracking and image-based feature matching via a single red?green?blue (RGB) camera to correct drift and improve accuracy. Unlike visual?inertial systems, cross-fusion maintains a simple sensor setup and avoids the complexity of stereo or global shutter configurations. Experimental results demonstrate that cross-fusion achieves localization accuracy comparable to GPS-based methods and performs reliably in challenging feature-sparse environments. Copyright ? 2026 Cong Hoang Quach et al. Journal of Robotics published by John Wiley & Sons Ltd.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1114","I-NAV: Inverse Navigation for questionnaire-based geolocation in GPS-denied environments","Qazi S.; Alejandro J.; Murshed R.U.; Evans T.S.; Lippert J.; Saquib M.","2026","","10.1016/j.array.2026.100978","Scopus","Accurate geolocation remains challenging in areas with limited Global Positioning System (GPS) availability, such as dense forests, rural settings, urban canyons, and disaster zones. To overcome this, we introduce Inverse Navigation (I-NAV), a geolocation framework explicitly designed for decision-making in GPS-denied environments. Unlike conventional methods that determine optimal routes from known origins to destinations, I-NAV inversely identifies probable user locations based on contextual data from questionnaires such as recently passed landmarks, travel-time constraints, and directional cues. Consequently, it can be utilized in critical applications, including public health monitoring, drone surveillance, search-and-rescue operations, and emergency response. Applying a modified Dijkstra's algorithm, I-NAV generates all feasible paths at a high resolution that is reachable within a specified travel budget. Within a Bayesian inference framework, we introduce an Adaptive Gaussian Likelihood Model that combines a reachability prior with travel-time and directional observation likelihoods to produce a posterior probability distribution over candidate locations, effectively capturing uncertainties in travel conditions. Our experimental results demonstrate that I-NAV's deterministic isochrone component achieves spatial coverage comparable to established routing services such as OpenRouteService, while the probabilistic component outperforms several baseline localization approaches across multiple evaluation metrics. ? 2026 The Authors","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1115","SWA-PF: Semantic-weighted adaptive particle filter for memory-efficient 4-DoF UAV localization in GNSS-denied environments","Yuan J.; Dai M.; Zheng E.; Su C.; Chen N.; Hu Q.; Zhu S.; Cao Y.","2026","","10.1016/j.patcog.2026.114522","Scopus","Vision-based Unmanned Aerial Vehicle (UAV) localization systems have been extensively investigated for Global Navigation Satellite System (GNSS)-denied environments. However, existing retrieval-based approaches face limitations in dataset availability and persistent challenges including suboptimal real-time performance, memory inefficiency for onboard deployment, environmental sensitivity, and limited generalization capability, particularly in dynamic or temporally varying environments. To overcome these limitations, we present a large-scale Multi-Altitude Flight Segments dataset (MAFS) for variable altitude scenarios and propose a novel Semantic-Weighted Adaptive Particle Filter (SWA-PF) method. This approach integrates robust semantic features from both UAV-captured images and satellite imagery through three core innovations: a compact 4-DoF particle representation with strictly linear memory complexity, a semantic weighting mechanism, and an optimized particle filtering architecture. The compact particle design achieves negligible per-particle memory overhead, enabling memory-efficient deployment on resource-constrained UAV onboard computing platforms. Evaluated using our dataset, the proposed method achieves approximately 10? end-to-end computational efficiency gain over classical feature-based methods when embedded in the same particle filter localization framework, maintains global positioning errors below 10 meters with respect to onboard GNSS-based pose measurements, and enables rapid 4 degree of freedom (4-DoF) pose estimation within seconds using accessible low-resolution satellite maps. Code and dataset will be available at https://github.com/YuanJiayuuu/SWA-PF. ? 2026 Elsevier Ltd","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1116","Development of a Visual SLAM-Based Autonomous UAV System for Greenhouse Plant Monitoring","Lin J.-H.; Lin T.-T.","2026","","10.3390/drones10030205","Scopus","Highlights: What are the main findings? A UAV navigation framework enables autonomous monitoring missions in GPS-denied commercial greenhouses. A dual-link edge architecture offloads V-SLAM, while a side-view RGB stream supports deep learning-based phenotyping via flower detection and tracking. What are the implications of the main findings? The modular separation of navigation and sensing lowers onboard requirements and supports practical deployment with lightweight hardware. Daily flower monitoring demonstrates a scalable pathway toward automated, data-driven greenhouse management and plant phenotyping. Autonomous monitoring is essential for precision agriculture in greenhouses, yet deploying unmanned aerial vehicles (UAVs) in confined, GPS-denied environments remains limited by payload, power, and cost constraints. This study developed and validated an autonomous UAV system for reliable, low-cost operation in such conditions. The proposed system employs a dual-link edge-computing architecture: a lightweight onboard controller handles flight control and sensor acquisition, while visual simultaneous localization and mapping (V-SLAM) is offloaded to an edge computer via the FPV video link. Phenotyping (flower detection and tracking/counting) is performed offline from the side-view RGB stream and does not participate in the flight control loop. Using muskmelon (Cucumis melo L.) flower development as a case study, the UAV autonomously executed daily missions for 27 days in a commercial greenhouse, performing flower detection and tracking to monitor phenological dynamics. Localization and control accuracy were evaluated against a validated UWB reference system, achieving 5.4~8.0 cm 2D RMSE for trajectory tracking and 12.7 cm translation RMSE for greenhouse mapping. This work demonstrates a practical architecture for autonomous monitoring in GPS-denied agricultural environments, with operational boundaries characterized through the sustained field deployment. The system?s design principles may extend to other indoor or communication-limited scenarios requiring lightweight, intelligent robotic operation. ? 2026 by the authors.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1118","GNSS-denied UAV indoor navigation with UWB incorporated visual inertial odometry","Lin H.-Y.; Zhan J.-R.","2023","","10.1016/j.measurement.2022.112256","Scopus","The localization of unmanned aerial vehicles (UAVs) in GPS-denied areas is an essential issue for indoor navigation. This paper presents a technique to improve the accuracy of visual inertial odometry (VIO) by combining the ultra-wideband (UWB) positioning technology. The proposed architecture is divided into two stages. In the initial stage, the constraint on UWB short-term position change is adopted to improve the pose estimation results of the VIO system. It is also used to mitigate the translation error caused by the vibration and lack of features during the flight. In the second stage, a loose coupling approach based on nonlinear optimization is utilized to fuse the local pose estimator of the VIO system with the global constraints from the UWB positioning. At the beginning of each operation, the alignment between the VIO and UWB frames is estimated to avoid the influence of coordinate transformation due to the VIO cumulative error. It is shown that our optimization-based fusion method is able to achieve a smooth localization trajectory under the global coordinate frame. In the experiments, the performance evaluation carried out in the real-world scenes has demonstrated the effectiveness of the proposed technique. ? 2022 Elsevier Ltd","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1123","A Novel Scene-Matching Positioning Approach for Low-Altitude UAVs Considering Elevation Differences in Satellite Images","Zhang X.; Li T.; Wang Z.; Kuang Y.","2026","","10.1109/JIOT.2026.3664077","Scopus","The precise localization of Unmanned Aerial Vehicles (UAVs) is a critical prerequisite for mission success in smart urban environments driven by the Internet of Things (IoT). Traditional Global Navigation Satellite System (GNSS)-based positioning schemes are vulnerable to signal interference and spoofing attacks, highlighting the importance of visual scene matching as a robust solution for anti-jamming localization. However, this technology faces challenges such as sensitivity to perspective variations and trajectory discontinuities. To address these limitations, this paper presents a novel visual scene matching-based UAV localization framework. First, a spatiotemporally constrained candidate map retrieval strategy is proposed, which enables efficient and accurate candidate retrieval by coupling single-frame probability estimation with a Hidden Markov Model. Second, a pose recovery algorithm based on cross-frame elevation difference constraints is introduced, by leveraging feature matches between adjacent UAV frames and between UAV frames and satellite images, the elevation information of satellite images is estimated and 2D-3D correspondences between UAV images and satellite images is established. This constructs a 3D constraint model that enables the UAV to obtain 3D coordinates independent of perspective variations, thereby maintaining localization accuracy under oblique views. Finally, a factor graph joint optimization framework is developed to fuse local relative poses with satellite-based absolute geographic poses, thereby ensuring smooth and stable localization performance. Extensive experiments on public and real-world datasets demonstrate that the proposed method significantly improves localization accuracy and validates its effectiveness in supporting collaborative IoT agent operations in GNSS-denied environments. ? 2014 IEEE.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1130","Robust GNSS-denied localization for UAV using particle filter and visual odometry","Jurevi?ius R.; Marcinkevi?ius V.; ?eibokas J.","2019","","10.1007/s00138-019-01046-4","Scopus","Conventional autonomous unmanned air vehicle (UAV) autopilot systems use global navigation satellite system (GNSS) signal for navigation. However, autopilot systems fail to navigate due to lost or jammed GNSS signal. To solve this problem, information from other sensors such as optical sensors are used. Monocular simultaneous localization and mapping (SLAM) algorithms have been developed over the last few years and achieved state-of-the-art accuracy (e.g., visual SLAM algorithms achieve centimeter-level precision in an in-doors environment). Also, map matching localization approaches are used for UAV localization relatively to imagery from static maps such as Google Maps. Unfortunately, the accuracy and robustness of these algorithms are very dependent on up-to-date maps. The purpose of this research is to improve the accuracy and robustness of map-relative particle filter-based localization using a downward-facing optical camera mounted on an autonomous aircraft. This research shows how image similarity to likelihood conversion function impacts the results of particle filter localization algorithm. Two parametric image similarity to likelihood conversion functions (logistic and rectifying) are proposed. A dataset of simulated aerial imagery is used for experiments. The experiment results are shown, that the particle filter localization algorithm using the logistic function was able to surpass the accuracy of state-of-the-art ORB-SLAM2 algorithm by 2.6 times. The algorithm is shown to be able to navigate using up-to-date maps more accurately and with an average decrease in precision by 30% using out-of-date maps. ? 2019, Springer-Verlag GmbH Germany, part of Springer Nature.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1132","Minimalistic approach for monocular SLAM system applied to micro aerial vehicles in GPS-denied environments","Urzua S.; Mungu?a R.; Nu?o E.; Grau A.","2018","","10.1177/0142331217747343","Scopus","In this work, a novel monocular simultaneous localization and mapping (SLAM) system with application to micro aerial vehicles is proposed. The main difference with respect to previous approaches is that a barometer is used as a unique sensory aid for incorporating altitude information into the system in order to recover an absolute metric scale. First, an observability analysis of a simplified model of a monocular SLAM system is developed. From this analysis, several theoretical results are derived. Among others, one important result is related to the fact that the metric scale can become observable when measurements of altitude are included in the system. In this case, sufficient conditions for observability are presented. The design of the proposed method is based on these theoretical results. Simulations and experiments with real data are presented to validate the proposed approach. The results confirm that the metric scale can be retrieved by including altitude measurements in the system. It is also shown that the proposed method can be practically implemented, using low-cost sensors, to perform visual-based navigation in GPS-denied environments. ? The Author(s) 2018.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1135","UAV Localization in Low-Altitude GNSS-Denied Environments Based on POI and Store Signage Text Matching in UAV Images","Liu Y.; Bai J.; Wang G.; Wu X.; Sun F.; Guo Z.; Geng H.","2023","","10.3390/drones7070451","Scopus","Localization is the most important basic information for unmanned aerial vehicles (UAV) during their missions. Currently, most UAVs use GNSS to calculate their own position. However, when faced with complex electromagnetic interference situations or multipath effects within cities, GNSS signals can be interfered with, resulting in reduced positioning accuracy or even complete unavailability. To avoid this situation, this paper proposes an autonomous UAV localization method for low-altitude urban scenarios based on POI and store signage text matching (LPS) in UAV images. The text information of the store signage is first extracted from the UAV images and then matched with the name of the POI data. Finally, the scene location of the UAV images is determined using multiple POIs jointly. Multiple corner points of the store signage in a single image are used as control points to the UAV position. As verified by real flight data, our method can achieve stable UAV autonomous localization with a positioning error of around 13 m without knowing the exact initial position of the UAV at take-off. The positioning effect is better than that of ORB-SLAM2 in long-distance flight, and the positioning error is not affected by text recognition accuracy and does not accumulate with flight time and distance. Combined with an inertial navigation system, it may be able to maintain high-accuracy positioning for UAVs for a long time and can be used as an alternative to GNSS in ultra-low-altitude urban environments. ? 2023 by the authors.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1137","Integrated guidance, navigation, and control system for a UAV in a GPS denied environment","Hong J.-H.; Ryoo C.-K.; Shin H.-S.; Tsourdos A.","2018","","10.5220/0006908204400447","Scopus","This paper proposes an integrated guidance, navigation, and control system for operations of a UAV in GPS denied environments. The proposed system uses a sensor combination, which consists of an image sensor and a range sensor. The main idea of the system developed is that it replaces the conventional navigation information with the measurement from the image processing. For example, it is possible to substitute the look angle and look angle rate from the image sensor for the conventional navigation information like the relative target position and the body angular rate. As the preliminary study, the integrated guidance and control system is designed with a nonlinear back-stepping approach to investigate the possibility of the proposed system. And the proposed integrated guidance and control system is verified by the numerical simulation. Copyright ? 2018 by SCITEPRESS ? Science and Technology Publications, Lda. All rights reserved","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1140","UAV navigation in large-scale GPS-denied bridge environments using fiducial marker-corrected stereo visual-inertial localisation","Wang F.; Zou Y.; Zhang C.; Buzzatto J.; Liarokapis M.; del Rey Castillo E.; Lim J.B.P.","2023","","10.1016/j.autcon.2023.105139","Scopus","The use of Unmanned Aerial Vehicles (UAVs) for bridge inspection has gained popularity recently; however, accurately localising the UAV in GPS-denied areas is still challenging, which hinders the development of fully autonomous UAV-assisted bridge inspection solutions. This paper proposes a fiducial marker-corrected stereo visual-inertial localisation (FMC-SVIL) method, running on a resource-constrained onboard computer, to estimate UAV's global pose underneath bridge girders. The proposed FMC-SVIL utilises an optimised stereo visual-inertial odometry for continuous relative pose estimation between consecutive camera frames and an improved AprilTag2-based measurement algorithm for accurate global referencing and periodic pose corrections. The method is validated through extensive experiments, and the results show that the FMC-SVIL achieved UAV localisation with a root mean square error of 0.416 m in sunny conditions and 0.340 m in cloudy conditions. FMC-SVIL outperforms the leading vision-based simultaneous localisation and mapping (SLAM) algorithms for flights over multiple bridge spans. ? 2023 The Authors","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1142","Dual Quaternion-Based Unscented Kalman Filter with Visual Inertial Odometry for navigation in GPS-denied environments","Khalifa M.; Hashim H.A.","2026","","10.1016/j.measurement.2026.121964","Scopus","Reliable navigation in GPS-denied environments remains a fundamental challenge in robotics, aerospace, and autonomous vehicle applications. This paper presents a Dual Quaternion-Based Unscented Kalman Filter (DQUKF) equipped with a Visual Inertial Odometry (VIO) algorithm for accurate state estimation enabling navigation in GPS denied locations. The proposed framework formulates the DQUKF in an error state manner, where the nominal pose is represented by a unit dual quaternion and the local pose error is represented by a 6-dimensional twistor parameterization used for sigma point generation, covariance propagation, and measurement correction. In parallel, the VIO algorithm tracks features across image frames, synchronizes measurements between the IMU and camera, and provides visual constraints that complement inertial propagation. Simulation results on the EuRoC MAV dataset show that the proposed DQUKF converges under high initialization uncertainty and achieves a position RMSE of 0.2584 m in the difficult flight sequence, outperforming the benchmark filters. ? 2026 The Authors","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1146","Micro-radar and UWB aided UAV navigation in GNSS denied environment","Zahran S.; Mostafa M.M.; Masiero A.; Moussa A.M.; Vettore A.; El-Sheimy N.","2018","","10.5194/isprs-archives-XLII-1-469-2018","Scopus","During the last decade, the number of applications of UAVs has continuously increased, making the global UAV market one of those with the highest rate of growth. The worldwide increasing usage of UAVs is causing an ever-growing demand for efficient solutions in order to make them usable in every kind of working condition. In fact, nowadays the main restriction to the usage of UAVs is probably the need of reliable position estimates provided by using the Global Navigation Satellite System (GNSS): since UAVs mostly rely on the integration of GNSS/Inertial Navigation System (INS) to properly fulfil their tasks, they face a major challenge while navigating in GNSS denied environments. The goal of this paper is that of investigating possible strategies to reduce such main restriction to UAV usage, i.e. enabling flights in GNSS denied environment by providing position estimates with accuracy quite comparable to that of standard GNSS receivers currently mounted on commercialized drones. To be more specific, this paper proposes the combined use of a novel Frequency Modulated Continuous Wave (FMCW) Radar, a set of Ultra-Wideband (UWB) devices, and Inertial Measurement Unit (IMU) measurements in order to compensate for the unavailability of the GNSS signal units. A 24-GHz micro FMCW radar and a UWB device have been attached to a quadcopter during the flight. The radar receives the reflections from ground scatterers, whereas the UWB system provides range measurements between a UWB rover mounted on the UAV and a set of UWB anchors distributed along the flying area. ? Authors 2018. CC BY 4.0 License.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1148","UAV-Based Structural Health Monitoring Using a Two-Stage CNN Model with Lighthouse Localization in GNSS-Denied Environments","Chu T.S.C.; Sorilla J.; Chua A.Y.","2025","","10.28991/HIJ-2025-06-02-03","Scopus","This study presents a UAV-based Structural Health Monitoring (SHM) system that combines Lighthouse localization with a two-stage CNN architecture?AlexNet for crack classification and YOLOv4 for segmentation?to enable reliable crack detection and spatial mapping in GNSS-denied environments. This study explores the effectiveness of this combination as a practical and computationally efficient solution for indoor SHM tasks. The UAV was deployed within a 1.5 m ? 1.2 m ? 1.2 m test volume to inspect synthetic cracks derived from ?zgenel?s dataset, as well as a real-world wall crack. Two experiments were conducted: evaluating UAV localization accuracy and assessing the system?s ability to detect cracks and provide corresponding pose data. The system achieved a 1?2 cm margin of error in pose estimation, alongside 100% precision, 83.33% recall, and 91.89% accuracy in crack detection. This level of localization accuracy supports stable autonomous UAV flight and ensures that cracks are detected and spatially localized with minimal deviation. Beyond classification and segmentation, the system returns pose data tied to each detected crack, allowing users to identify defect locations precisely and use this information to guide inspection or maintenance tasks. Future work includes expanding the dataset, generalization, and evaluating scalability via multi-base station setups. ? 2025, Ital Publication. All rights reserved..","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1150","NaviLoc: Trajectory-Level Visual Localization for GNSS-Denied UAV Navigation","Shpagin P.; Panchenko T.","2026","","10.3390/drones10020097","Scopus","Highlights: What are the main findings? NaviLoc enables training-free GNSS-denied aerial-to-satellite localization using trajectory-level fusion of image matching and motion sensing. On low-altitude (50?150 m) rural UAV flights, NaviLoc achieves a 19.5 m Mean Localization Error (16.0? better than prior state-of-the-art). What are the implications of the main finding? Trajectory-level optimization handles visually repetitive rural environments, enabling reliable GPS-free navigation. The lightweight algorithm enables real-time CPU-only deployment (9 FPS on Raspberry Pi 5), supporting embedded autonomy. Aerial-to-satellite visual localization enables GNSS-denied UAV navigation, but the appearance gap between low-altitude (50?150 m) UAV imagery and nadir satellite tiles makes per-frame Visual Place Recognition (VPR) unreliable. Under perceptual aliasing, high-similarity matches are often geographically inconsistent, so na?ve anchoring fails. We introduce NaviLoc, a training-free three-stage trajectory-level estimator that treats VPR as a noisy measurement source and exploits Visual-Inertial Odometry (VIO) as a relative-motion prior. Stage 1 (Global Align) estimates a global SE(2) transform by maximizing an explicit trajectory-level similarity objective. Stage 2 (Refinement) performs sliding-window bounded weighted Procrustes updates. Stage 3 (Smoothing) computes a strictly convex MAP trajectory estimate that fuses VIO displacements with VPR anchors while clamping detected outliers. On a challenging low-altitude rural UAV benchmark, NaviLoc attains 19.5 m Mean Localization Error (MLE)?a 16.0? reduction compared to state-of-the-art localization method AnyLoc-VLAD, and 32.1? compared to raw VIO drift. End-to-end inference runs at 9 FPS on Raspberry Pi 5, enabling real-time embedded deployment. ? 2026 by the authors.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1159","GPS-Denied Navigation Aided by Synthetic Aperture Radar Using the Range-Doppler Algorithm","Lindstrom C.; Christensen R.; Gunther J.; Jenkins S.","2022","","10.33012/navi.533","Scopus","The need to successfully navigate in the absence of GNSS has grown in recent years. In particular, light aircraft such as UAVs are growing in popularity for a variety of applications vulnerable to GPS denial. The research presented here develops a GPS-denied navigation scheme for light aircraft employing images formed from a synthetic aperture radar system. Past research has explored the utility of radar telemetry in GPS-denied systems. This research advances previous work by exploiting radar images to obtain range and cross-range position measurements. Images are formed using the Range-Doppler Algorithm, an efficient image formation algorithm ideal for the sometimes limited processing packages available to light aircraft. An inertial navigation and radar processing system is implemented using both real and simulated radar images to aid in estimating an aircraft?s state in a GPS-denied environment. The results show that navigation in the absence of GPS using synthetic aperture radar is feasible with converging and bounded estimation errors. ? 2022 Institute of Navigation.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1160","Towards Large-Scale Relative Localization in Multi-Robot Systems with Dynamic UWB Role Allocation","Moron P.T.; Queralta J.P.; Westerlund T.","2022","","10.1109/ICRAE56463.2022.10054614","Scopus","Ultra-wideband (UWB) ranging has emerged as a key radio technology for robot positioning and relative localization in multi-robot systems. Multiple works are now advancing towards more scalable systems, but challenges still remain. This paper proposes a novel approach to relative localization in multi-robot systems where the roles of the UWB nodes are dynamically allocated between active nodes (using time-of-flight for ranging estimation to other active nodes) and passive nodes (using time-difference-of-arrival for estimating range differences with respect to pairs of active nodes). We adaptively update UWB roles based on the location of the robots with respect to the convex envelope defined by active nodes, and introducing constraints in the form of localization frequency and accuracy requirements. We demonstrate the applicability of the proposed approach and show that the localization errors remain comparable to fixed-role systems. Then, we show how the navigation of an autonomous drone is affected by the changes in the localization system, obtaining significantly better trajectory tracking accuracy than when relying in passive localization only. Our results pave the way for UWB-based localization in large-scale multi-robot deployments, for either relative positioning or for applications in GNSS-denied environments. ? 2022 IEEE.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1163","A comparative study of TERCOM-EKF and ViSensorRF for UAV localization in GNSS-denied environments","Jarraya I.; Gabr K.; Abdelkader M.; Alahmed F.; Bilal Kadri M.; Boulila W.","2026","","10.1016/j.rineng.2025.108279","Scopus","Accurate localization is essential for Unmanned Aerial Vehicles (UAVs) in mission-critical applications such as military operations, search and rescue, and environmental monitoring. While Global Navigation Satellite Systems (GNSS) provide reliable positioning in open environments, GNSS-denied conditions remain challenging, such as in obstructed or hostile environments. Various localization strategies have been developed using visual and/or non-visual sensors such as LiDAR, barometers, Inertial Measurement Units (IMU), and cameras, with recent advances in machine learning. However, there is a lack of comparative studies that analyze the trade-offs between learning-based and conventional estimation approaches in such conditions. This study bridges that gap by comparing two fundamentally different methods: a Terrain Contour Matching algorithm-Extended Kalman Filter framework (TERCOM-EKF), and Visual-Inertial Sensor Fusion with Random Forest Regression (ViSensorRF), a machine learning approach based on Random Forest Regression (RFR). Both methods are evaluated in a GNSS-denied simulation environment using PX4, Robot Operating System (ROS) 2, Gazebo, and QGroundControl over a digital elevation model of the Taif region in Saudi Arabia. Results demonstrate that ViSensorRF achieves superior localization accuracy, with a root mean square error (RMSE) ranging between approximately 1 to 5 m across multiple trajectories, but requires significantly higher execution time of 1.92 s. In contrast, TERCOM-EKF offers faster computation of 0.04 s, making it suitable for real-time deployment in resource-constrained UAV systems. These findings highlight a trade-off between localization precision and computational efficiency, offering valuable insights for UAV deployment in GNSS-denied environments. ? 2025 The Author(s).","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1165","UAV Localization in GPS-Denied Environments: A Review","Wu Y.; Liu D.; Ma J.; He X.","2026","","10.1109/TSMC.2026.3708505","Scopus","With the increasingly wide application of unmanned aerial vehicles (UAVs) in various scenarios, accurate UAV localization in indoor and urban environments has been a critical issue to address. However, in these signal-degraded environments, global positioning system (GPS) localization becomes unreliable; thus, alternative localization methods are essential. This article surveys localization methods for UAV systems in such environments. We classify these methods into two groups: 1) onboard-only methods, which rely exclusively on onboard sensors and 2)hybrid methods, which incorporate external anchors. To evaluate their performance in UAV localization systems, we first analyze the hardware requirements, the data preprocessing strategies, and the localization algorithms of the two groups, and then compare their experimental settings and localization accuracy. Finally, we summarize the strengths and limitations of these two groups and outline several research directions on GPS-denied UAV localization. ? 2013 IEEE.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1167","APF-Driven Lightweight UAV Swarm Trajectory Optimization in GNSS-Denied Air?Terrestrial Navigation","Guo R.; Yuan H.; Chen X.; Li W.","2026","","10.3390/electronics15061207","Scopus","To enable autonomous route planning for UAV swarms in dynamic air?terrestrial cooperative navigation scenarios within GNSS-denied environments, this paper proposes a lightweight framework based on the Artificial Potential Field (APF) method. In the considered architecture, UAVs act as mobile transit navigation nodes that relay positioning information from sparse ground anchors to terrestrial users. For TOA-based cooperative positioning, the instantaneous geometric configuration of the UAV swarm significantly affects the overall system accuracy. Therefore, the impact of UAV positions on the end-to-end navigation performance is rigorously analyzed, yielding a comprehensive Dilution of Precision (DOP) matrix for the entire air?terrestrial system. By applying the Schur complement, the global performance metric is decomposed, resulting in a scalar evaluation function that directly reflects the geometric quality of the configuration. In practical scenarios involving dynamic and heterogeneous users, real-time trajectory adaptation of the UAV swarm is essential to continuously optimize user positioning accuracy. To this end, an APF-based autonomous joint route planning approach is developed. The potential field is constructed directly from the derived geometric evaluation model, where its negative gradient generates virtual forces that autonomously guide the UAV swarm. This elegantly bridges high-level navigation performance optimization with low-level motion control of the swarm. The simulation results show a 76.1% improvement in the average comprehensive GDOP for users compared to the baseline of hovering UAVs, validating the effectiveness and real-time capability of the proposed lightweight framework. ? 2026 by the authors.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_1171","LiDAR-Based Multi-Modal UAV Navigation Dataset for Robust Benchmarking in Complex-Structured, GNSS-Denied Industrial Environments","Qiu Z.; Lin D.; Liu B.; Han H.; Guo W.; Liang J.; Chen Z.; Yan Z.; Wang H.; Yang X.; Liu Z.; Zhao L.","2026","","10.3390/drones10080611","Scopus","To address the problem of lacking effective evaluation benchmarks for UAV navigation algorithms in complex-structured, GNSS-denied industrial environments (e.g., fully enclosed stockyards), this paper proposes and open-sources a multi-modal UAV navigation dataset. The dataset is collected in a real steel plant enclosed stockyard, integrating LiDAR point clouds, IMU, RGB images, and high-precision total station ground truth trajectories, and specially designs ArUco markers to aid visual localization. Different from existing datasets targeting urban or campus scenes, this dataset realistically reflects the challenges of GNSS-denied signal, weak texture, high dust, and complex spatial grid structures in industrial environments. Through the evaluation of various mainstream LiDAR odometry and fusion navigation algorithms, the difficulties encountered by existing methods in this scenario are highlighted, and the potential of the proposed dataset as a valuable benchmark for developing and quantitatively testing highly robust navigation algorithms is suggested. ? 2026 by the authors.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
