id,title,authors,year,doi,venue,source,fulltext_available,pdf_pages,platform_type,sensor_list,primary_method,method_category,environment,experiment_type,real_or_sim,metrics_reported,ate_rmse_m,application_domain,multi_agent,notes,qa_rigor,qa_reporting,qa_baseline,qa_repro,qa_total,qa_tier,qa_notes,citation_tier
REC_1289,A Global ArUco-Based Lidar Navigation System for UAV Navigation in GNSS-Denied Environments,Qiu Z.; Lin D.; Jin R.; Lv J.; Zheng Z.,2022,10.3390/aerospace9080456,IEEE Conference/Journal,Scopus,True,24,Multi_Platform,IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 24-page PDF. Primary evaluation: Real_World with sensors [IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;UWB].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_1295,Digital Twin Approach for Drift-Free UAV Localization in GPS-Denied Environments,"Matiki T.; Narazaki Y.; Chowdhary G.; Spencer B.F., Jr",2026,10.1061/JCCEE5.CPENG-7010,IEEE Conference/Journal,Scopus,True,18,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 18-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D].,3,3,1,1,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=8/10 (Q-high).",Core
REC_1298,Cooperative Localization for GNSS-Denied Subterranean Navigation: A UAV–UGV Team Approach,Akhihiero D.; Olawoye U.; Das S.; Gross J.,2024,10.33012/navi.677,IEEE Conference/Journal,Scopus,True,26,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 26-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,2,3,1,1,7,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-medium).",Important
REC_1302,Federated Energy-Aware Deep Reinforcement Learning for GNSS-Independent Swarm UAV Autonomy †,Almalis N.; Tsihrintzis G.; Baris G.; Armenakis N.,2026,10.3390/electronics15143064,IEEE Conference/Journal,Scopus,True,29,UAV,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 29-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,3,3,1,0,7,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=7/10 (Q-medium).",Important
REC_1304,Formation-Constrained Cooperative Localization for UAV Swarms in GNSS-Denied Environments,Li Q.; Wang P.; Li X.; Zhang J.; Luo Y.; Yu W.; Cheng H.,2026,10.3390/s26061984,IEEE Conference/Journal,Scopus,True,21,UAV,IMU;Monocular_Camera;UWB,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 21-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;UWB].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_1306,UAV Visual Localization in GNSS-Denied Environments,Wang T.-C.; Tsou L.-H.; Jhan J.-P.; Tang R.-S.,2026,10.5194/isprs-archives-XLIX-B1-2026-55-2026,IEEE Conference/Journal,Scopus,True,7,UAV,IMU;Monocular_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Adversarial/EW,Simulation,Simulation,ATE_RMSE;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 7-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera].,2,3,0,0,5,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_1307,An architecture for robust UAV navigation in GPS-denied areas,Perez-Grau F.J.; Ragel R.; Caballero F.; Viguria A.; Ollero A.,2018,10.1002/rob.21757,IEEE Conference/Journal,Scopus,True,38,Multi_Platform,IMU;Stereo_Camera;LiDAR_2D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 38-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_2D].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_1308,Multi-sensor Data Fusion for Autonomous Unmanned Aerial Vehicle Navigation in GPS Denied Environments,ELMAS E.E.; ALKAN M.,2024,10.47839/ijc.23.4.3762,IEEE Conference/Journal,Scopus,True,12,Multi_Platform,IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 12-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow;Sonar].,3,3,0,0,6,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_1309,Vision-Based Unmanned Aerial Vehicle Swarm Cooperation and Online Point-Cloud Registration for Global Localization in Global Navigation Satellite System-Intermittent Environments,Garcia G.; Eskandarian A.,2026,10.3390/drones10010065,IEEE Conference/Journal,Scopus,True,22,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 22-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Sonar].,3,3,0,1,7,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=1/1. Total=7/10 (Q-medium).",Important
REC_1313,A smart hybrid vision aided inertial navigation system approach for UAVs in a GNSS denied environment,Mostafa M.M.; Moussa A.M.; El-Sheimy N.; Sesay A.B.,2018,10.1002/navi.270,IEEE Conference/Journal,Scopus,True,15,Multi_Platform,IMU;Stereo_Camera;Radar_mmWave;Optical_Flow;Sonar,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 15-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;Radar_mmWave;Optical_Flow;Sonar].,2,2,0,0,4,Q-low,"Rigor=2/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=4/10 (Q-low).",Peripheral
REC_1316,Automated Method for SLAM Evaluation in GNSS-Denied Areas,Merkle D.; Reiterer A.,2023,10.3390/rs15215141,IEEE Conference/Journal,Scopus,True,21,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 21-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,3,3,1,0,7,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=7/10 (Q-medium).",Important
REC_1320,Radar and visual odometry integrated system aided navigation for UAVS in GNSS denied environment,Mostafa M.; Zahran S.; Moussa A.; El-Sheimy N.; Sesay A.,2018,10.3390/s18092776,IEEE Conference/Journal,Scopus,True,29,UAV,IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave;UWB;Optical_Flow,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 29-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave;UWB;Optical_Flow].,4,3,0,0,7,Q-medium,"Rigor=4/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=7/10 (Q-medium).",Important
REC_1322,Indoor SLAM for Micro Aerial Vehicles Control Using Monocular Camera and Sensor Fusion,García S.; López M.E.; Barea R.; Bergasa L.M.; Gómez A.; Molinos E.J.,2016,10.1109/ICARSC.2016.46,IEEE Conference/Journal,Scopus,True,6,UAV,IMU;Stereo_Camera;LiDAR_3D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D].,1,3,1,1,6,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=6/10 (Q-medium).",Important
REC_1330,UAV VISUAL AUTOLOCALIZATON BASED on AUTOMATIC LANDMARK RECOGNITION,Filho P.S.; Shiguemori E.H.; Saotome O.,2017,10.5194/isprs-annals-IV-2-W3-89-2017,IEEE Conference/Journal,Scopus,True,6,Multi_Platform,IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave].,3,3,0,0,6,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_1336,Multi-sensor robust relative estimation framework for GPS-denied multirotor aircraft,Koch D.P.; McLain T.W.; Brink K.M.,2016,10.1109/ICUAS.2016.7502619,IEEE Conference/Journal,Scopus,True,9,UAV,IMU;Depth_Camera;LiDAR_2D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,General_Navigation,Single_Agent,Parsed from 9-page PDF. Primary evaluation: Real_World with sensors [IMU;Depth_Camera;LiDAR_2D].,4,2,0,0,6,Q-medium,"Rigor=4/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_1346,Tag-based visual-inertial localization of unmanned aerial vehicles in indoor construction environments using an on-manifold extended Kalman filter,Kayhani N.; Zhao W.; McCabe B.; Schoellig A.P.,2022,10.1016/j.autcon.2021.104112,IEEE Conference/Journal,Scopus,True,20,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB;Optical_Flow;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 20-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB;Optical_Flow;Sonar].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_1348,LiDAR-odometry based UAV pose estimation in young forest environment,Ouattara I.; Korhonen V.; Visala A.,2022,10.1016/j.ifacol.2022.11.121,IEEE Conference/Journal,Scopus,True,7,UAV,IMU;Monocular_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 7-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_3D].,2,2,1,1,6,Q-medium,"Rigor=2/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=6/10 (Q-medium).",Important
REC_1355,A distributed approach for lidar-based relative state estimation of multi-UAV in GPS-denied environments,SHEN H.; ZONG Q.; LU H.; ZHANG X.; TIAN B.; HE L.,2022,10.1016/j.cja.2021.04.021,IEEE Conference/Journal,Scopus,True,11,UAV,IMU;Monocular_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 11-page PDF. Primary evaluation: Real_World with sensors [IMU;Monocular_Camera;LiDAR_3D;UWB].,3,3,1,1,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=8/10 (Q-high).",Core
REC_1358,An experimental analysis of outdoor UAV localisation through diverse estimators and crowd-sensed data fusion,Ahmed M.M.; Shawky M.A.; Zahran S.; Moussa A.; EL-Shimy N.; Elmahallawy A.A.; Ansari S.; Shah S.T.; Abdellatif A.G.,2024,10.1016/j.phycom.2024.102475,IEEE Conference/Journal,Scopus,True,18,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Optical_Flow,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 18-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Optical_Flow].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_1366,Cooperative Localisation of a GPS-Denied UAV in 3-Dimensional Space Using Direction of Arrival Measurements,Russell J.S.; Ye M.; Anderson B.D.O.; Hmam H.; Sarunic P.,2017,10.1016/j.ifacol.2017.08.1226,IEEE Conference/Journal,Scopus,True,7,UAV,IMU,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 7-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU].,3,3,0,0,6,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_1370,Cooperative navigation for UAVs in GNSS-denied area based on optimized belief propagation,Li J.; Yang G.; Cai Q.; Niu H.; Li J.,2022,10.1016/j.measurement.2022.110797,IEEE Conference/Journal,Scopus,True,10,Multi_Platform,IMU;Monocular_Camera;Radar_mmWave;UWB,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 10-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;Radar_mmWave;UWB].,2,3,1,0,6,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_1373,Enabling UAV navigation with sensor and environmental uncertainty in cluttered and GPS-denied environments,Vanegas F.; Gonzalez F.,2016,10.3390/s16050666,IEEE Conference/Journal,Scopus,True,17,Multi_Platform,IMU;Monocular_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 17-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera].,4,3,0,1,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=0/2, Repro=1/1. Total=8/10 (Q-high).",Important
REC_1378,Optical Flow Sensor/INS/Magnetometer Integrated Navigation System for MAV in GPS-Denied Environment,Shen C.; Bai Z.; Cao H.; Xu K.; Wang C.; Zhang H.; Wang D.; Tang J.; Liu J.,2016,10.1155/2016/6105803,IEEE Conference/Journal,Scopus,True,10,Multi_Platform,IMU;Monocular_Camera;Optical_Flow;Sonar,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 10-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;Optical_Flow;Sonar].,2,2,0,0,4,Q-low,"Rigor=2/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=4/10 (Q-low).",Peripheral
REC_1393,ST-DCL: A Spatio-Temporally Decoupled Cooperative Localization Method for Dynamic Drone Swarms,Wu H.; Shi Z.; Wu Z.; Xu H.; Tu Z.,2026,10.3390/drones10010069,IEEE Conference/Journal,Scopus,True,38,UAV,IMU;Thermal_Camera;LiDAR_2D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 38-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Thermal_Camera;LiDAR_2D;UWB].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_1399,Adaptive Texture-Aware Pixel Selection for Robust Direct Visual Odometry in UAV Navigation,"Gaia J.; Fagundes L., Jr.; Soria C.; Brandão A.",2026,10.1109/ICUAS69441.2026.11598726,IEEE Conference/Journal,Scopus,True,8,UAV,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Real_World,Real_World,ATE_RMSE;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera;LiDAR_3D].,3,3,1,0,7,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=7/10 (Q-medium).",Important
REC_1402,Oxpecker: A Tethered UAV for Inspection of Stone-Mine Pillars,"Martinez Rocamora B., Jr.; Lima R.R.; Samarakoon K.; Rathjen J.; Gross J.N.; Pereira G.A.S.",2023,10.3390/drones7020073,IEEE Conference/Journal,Scopus,True,26,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 26-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,3,3,1,1,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=8/10 (Q-high).",Core
REC_1403,Simless GSM positioning for navigation in GPS-denied environments,Soldado Serrano I.; García Doblado J.; Finazzi I.F.; Martín Prats M.Á.,2018,10.1108/AEAT-01-2017-0029,IEEE Conference/Journal,Scopus,True,5,UAV,IMU;Monocular_Camera;Sonar,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 5-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;Sonar].,0,2,0,0,2,Q-low,"Rigor=0/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=2/10 (Q-low).",Peripheral
REC_1405,Angle Robustness Unmanned Aerial Vehicle Navigation in GNSS-Denied Scenarios,Wang Y.; Feng Z.; Zhang H.; Gao Y.; Lei J.; Sun L.; Song M.,2024,10.1609/aaai.v38i9.28906,IEEE Conference/Journal,Scopus,True,9,UAV,IMU;Stereo_Camera;LiDAR_3D;Optical_Flow,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate,30.3%,Mapping/Surveying,Single_Agent,Parsed from 9-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Optical_Flow].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_1417,Cellular Communication-Based Autonomous UAV Navigation with Obstacle Avoidance for Unknown Indoor Environments,Choi Y.J.; Ramatryana I.N.A.; Shin S.Y.,2021,10.22266/ijies2021.0430.31,IEEE Conference/Journal,Scopus,True,9,Multi_Platform,IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 9-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave].,1,2,1,0,4,Q-low,"Rigor=1/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=4/10 (Q-low).",Peripheral
REC_1423,A robust real-time vision based GPS-denied navigation system of UAV,Yang L.; Xiao B.; Zhou Y.; He Y.; Zhang H.; Han J.,2016,10.1109/CYBER.2016.7574843,IEEE Conference/Journal,Scopus,True,6,Multi_Platform,IMU;Monocular_Camera;LiDAR_3D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Search_and_Rescue,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_3D].,0,2,0,0,2,Q-low,"Rigor=0/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=2/10 (Q-low).",Peripheral
REC_1429,Modelling and Simulation of Fast Autonomous Exploration and Mapping System for GPS Denied Unknown Environment Using ROS,Umakarthikeyan S.; Ram Kumar K.; Priyadharshini S.,2022,10.1109/ICRAIE56454.2022.10054265,IEEE Conference/Journal,Scopus,True,6,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D].,3,2,1,1,7,Q-medium,"Rigor=3/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-medium).",Important
REC_1431,Advancing Autonomous UAV Target Localization in GPS-Denied Environments,Dawne A.; Nazaruddin Y.Y.; Wardana R.P.; Ikhtiarudin A.; Mardhatillah I.; Fauzan I.M.,2023,10.1109/CoDIT58514.2023.10284425,IEEE Conference/Journal,Scopus,True,6,UAV,IMU;Radar_mmWave,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE,NOT_REPORTED,Search_and_Rescue,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Radar_mmWave].,2,3,0,0,5,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_1432,GNSS/INS/VO fusion using Gated Recurrent Unit in GNSS denied environments,Negru S.A.; Geragersian P.; Petrunin I.; Zolotas A.; Grech R.,2023,10.2514/6.2023-2226,IEEE Conference/Journal,Scopus,True,10,UAV,IMU;Monocular_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 10-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_3D].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
