paper_id,title,first_author,year,venue,doi,q1_clear_problem,q2_sensor_config,q3_quant_results,q4_baseline_comparison,q5_hardware_validation,q6_statistical_rigor,q7_doi_reproducibility,q8_reporting_depth,total_score,quality_tier
REC_0916,Electromagnetic orientation using MIMO channel sounding in a GPS-denied environment,P. DeFranco,2013,,10.1109/USNC-URSI.2013.6715488,1,1,1,1,1,1,1,1,8,High
REC_0917,Robot Navigation: Contrastive Learning of DistilBERT-Based Semantic Embeddings for Scene Understanding,I. Asante,2025,,10.1109/ISIEA65768.2025.11138344,1,1,0,0,1,1,1,1,6,High
REC_0918,Underwater Dredging Robot Navigation in Structured Environments Based on Imaging Sonar Features,X. Tian,2024,,10.1109/CYBER63482.2024.10749201,1,1,0,0,0,0,1,1,4,Medium
REC_0919,A flexible and scalable SLAM system with full 3D motion estimation,S. Kohlbrecher,2011,,10.1109/SSRR.2011.6106777,1,1,0,0,0,0,1,1,4,Medium
REC_0920,Aided Navigation Techniques for Indoor and Outdoor Unmanned Vehicles,G. Tuna,2012,,10.1109/NTMS.2012.6208744,1,1,0,0,0,0,1,1,4,Medium
REC_0921,Improved Multi-Sensor Fusion by Federated Invariant Kalman Filtering for Underwater Vehicle State Estimation,A. Azmi,2025,,10.1109/ICECIE66637.2025.11363791,1,1,1,1,0,1,1,1,7,High
REC_0922,Mapping GPS-denied aquatic environments,R. Codd-Downey,2016,,10.1109/ICInfA.2016.7831875,1,1,0,1,1,0,1,1,6,High
REC_0923,Development of Low Cost Inventory Management System using UAV,B. D. Majumder,2024,,10.1109/DABCon63472.2024.10919278,1,0,1,0,1,0,1,1,5,Medium
REC_0924,Advancing Autonomy: A Thematic Synthesis of Active SLAM Research in Robotic Exploration and Mapping,Z. Dai,2025,,10.1109/AIAC68175.2025.11332516,1,1,0,0,1,0,1,1,5,Medium
REC_0925,Techniques for Constructing Indoor Navigation Systems for the Visually Impaired: A Review,R. N. Kandalan,2020,,10.1109/THMS.2020.3016051,1,0,0,1,0,0,1,1,4,Medium
REC_0926,The Cloudlet MEC Enabling ISAR Based Indoor Localization and Navigation System Using Passive UHF RFID,S. Zhao,2021,,10.1109/IAECST54258.2021.9695729,1,1,1,0,0,0,1,1,5,Medium
REC_0927,Drone Agents: learning to fly to learn how to see,D. D. Pietra,2025,,10.1109/AVSS65446.2025.11149899,1,1,1,0,1,0,1,1,6,High
REC_0928,A Method for Enhanced Depth Detection in Underwater Navigation: Implementation and Comparative Study,S. M. Annapurna,2025,,10.1109/SYMPOL68153.2025.11395649,1,1,1,0,1,0,1,1,6,High
REC_0929,Semi-Aerodynamic-Model-Aided Filtering Algorithm for Fixed-Wing Unmanned Aerial Vehicles,X. Ye,2025,,10.1109/CoMEA66280.2025.11241926,1,0,1,0,1,0,1,1,5,Medium
REC_0930,Feature-Based Bathymetric Matching of Autonomous Underwater Vehicle Transects using Robust Gaussian Processes,Ø. Sture,2023,,10.55417/fr.2023017,1,1,1,1,0,0,1,1,6,High
REC_0931,Pedestrian Navigation Using Waist-Mounted IMU and RTK,J. Huang,2025,,10.1109/JSEN.2024.3515106,1,1,1,0,1,0,1,1,6,High
REC_0932,Development of a Plug-and-Play Infrared Landing System for Multirotor Unmanned Aerial Vehicles,E. Nowak,2017,,10.1109/CRV.2017.23,1,1,0,0,0,0,1,1,4,Medium
REC_0933,PLUS-CODE+: Zero-Installment Rover Indoor Localization,A. Khudoyberdiev,2025,,10.1109/JSEN.2025.3561331,1,1,1,0,0,0,1,1,5,Medium
REC_0934,Safe and Predictive Path-Planning of Autonomous Underwater Vehicles in a Dynamic Cluttered Environment,R. Makam,2025,,10.1109/OCEANS58557.2025.11104587,1,1,0,0,0,0,1,1,4,Medium
REC_0935,Model-Aided INS With Sea Current Estimation for Robust Underwater Navigation,Ø. Hegrenaes,2011,,10.1109/JOE.2010.2100470,1,0,0,1,1,0,1,1,5,Medium
REC_0936,A Robust Graph-Based Bathymetric Simultaneous Localization and Mapping Approach for AUVs,D. Zhang,2024,,10.1109/JOE.2024.3401969,1,1,1,0,0,0,1,1,5,Medium
REC_0937,A Model-Based Tightly Coupled Architecture for Low-Cost Unmanned Aerial Vehicles for Real-Time Applications,H. A. Mwenegoha,2025,,10.1109/ACCESS.2020.3038530,1,1,1,0,1,0,1,1,6,High
REC_0938,Hierarchical End-to-End Autonomous Navigation Through Few-Shot Waypoint Detection,A. Ghafourian,2024,,10.1109/LRA.2024.3365294,1,0,0,0,0,0,1,1,3,Low
REC_0939,Proposal of a Multimodal Interactive Architecture Based on a Social Indoor and Outdoor Navigation System,H. N. Silva,2023,,10.1109/LARS/SBR/WRE59448.2023.10332955,1,0,0,0,0,0,1,1,3,Low
REC_0940,Design and Implementation of Home Service Robot,L. Zhi-jie,2020,,10.1109/CAC51589.2020.9327151,1,1,0,0,0,1,1,1,5,Medium
REC_0941,Wearable Navigation System for the Visually Impaired and Blind People,E. B. Kaiser,2012,,10.1109/ICIS.2012.118,1,1,0,0,0,0,1,1,4,Medium
REC_0942,A Positioning Error Correction Method for Dead-Reckoning Navigation of Underwater Vehicles,P. Liu,2025,,10.1109/TIM.2025.3602533,1,1,1,1,0,0,1,1,6,High
REC_0943,A High Precision Aerial Indoor AI-Based Inspection System,V. Donato,2025,,10.1109/MetroAeroSpace64938.2025.11114446,1,0,1,0,0,0,1,1,4,Medium
REC_0944,Trajectory based fuzzy controller for indoor navigation,V. Raudonis,2011,,10.1109/CINTI.2011.6108474,1,0,0,0,1,0,1,1,4,Medium
REC_0945,Appearance-based indoor navigation by IBVS using mutual information,S. Raj,2016,,10.1109/ICARCV.2016.7838760,1,1,0,0,0,0,1,1,4,Medium
REC_0946,A Control Barrier Function Based Visual Servoing Framework for Safe Operation of UAVs in GNSS Denied Settings using Fiducial Markers,A. Lynch,2024,,10.1109/SSRR62954.2024.10770045,1,1,0,0,1,1,1,1,6,High
REC_0947,Toward Safer Navigation of Heterogeneous Mobile Robots in Distributed Scheme: A Novel Time-to-Collision-Based Method,M. Shahriari,2022,,10.1109/TCYB.2021.3110196,1,1,0,1,0,0,1,1,5,Medium
REC_0948,Hybrid Tightly-Coupled SINS/LBL for Underwater Navigation System,Y. Zhu,2024,,10.1109/ACCESS.2021.3051398,1,0,1,1,1,0,1,1,6,High
REC_0949,On reliability of data transmission and distance estimation using mobile underwater acoustic modems,S. Y. Kulik,2018,,10.23919/ICINS.2018.8405859,1,0,1,0,0,1,1,1,5,Medium
REC_0950,NAIS: A Modular ROS 2 Framework for Real-Time Scene Graph Construction and Language-Guided Navigation,J. M. Flores Gonzalez,2026,,10.1109/SII64115.2026.11404724,1,0,0,0,0,0,1,1,3,Low
REC_0951,PSS-LIO A Computationally Efficient LiDAR-Inertial Odometry Framework for UAV Building Inspection via Geometric Predictability and Structure Prior Learning,Y. Wang,2026,,10.1109/TIM.2026.3709427,1,1,1,1,1,0,1,1,7,High
REC_0952,Measurement Based Identification of MPCs in an Urban Drone-to-Drone Propagation Scenario,D. Becker,2022,,10.23919/EuCAP53622.2022.9769322,1,0,0,0,1,0,1,1,4,Medium
REC_0953,An Open-Source UAV Platform for Swarm Robotics Research: Using Cooperative Sensor Fusion for Inter-Robot Tracking,S. Oğuz,2024,,10.1109/ACCESS.2024.3378607,1,1,0,0,0,0,1,1,4,Medium
REC_0954,Landmark-Based Localization for Indoor Mobile Robots with Stereo Vision,H. Zhang,2012,,10.1109/ISdea.2012.640,1,1,1,0,1,0,1,1,6,High
REC_0955,Nonlinear filtering for terrain-referenced underwater navigation with an acoustic altimeter,T. Kim,2014,,10.1109/OCEANS-TAIPEI.2014.6964528,1,1,1,1,0,0,1,1,6,High
REC_0956,Computer Vision Based Navigation Robot,M. Haputhanthri,2022,,10.1109/ICITR57877.2022.9992879,1,1,0,0,0,0,1,1,4,Medium
REC_0957,Yaw aided Radar Inertial Odometry using Manhattan World Assumptions,C. Doer,2021,,10.23919/ICINS43216.2021.9470842,1,1,0,0,1,0,1,1,5,Medium
REC_0958,A Real-Time Autonomous Gravity Measurement Method for Underwater Gravity-Aided Navigation,W. Ai,2023,,10.1109/ACCESS.2023.3338537,1,1,1,1,1,0,1,1,7,High
REC_0959,FR-SLAM: A SLAM Improvement Method Based on Floor Plan Registration,J. Feng,2024,,10.1109/ICARM62033.2024.10715930,1,1,1,1,0,0,1,1,6,High
REC_0960,Cooperative Visual Inertial Odometry for Heterogeneous Swarm of Drones Navigating in Noisy Environments,K. C. Atik,2022,,10.1109/ISIE51582.2022.9831647,1,1,1,0,1,0,1,1,6,High
REC_0961,Multimodal Image Registration for GPS-denied UAV Navigation Based on Disentangled Representations,H. Li,2023,,10.1109/ICRA48891.2023.10161567,1,0,1,0,1,1,1,1,6,High
REC_0962,SIGNAV: Semantically-Informed GPS-Denied Navigation and Mapping in Visually-Degraded Environments,A. Krasner,2022,,10.1109/WACV51458.2022.00192,1,1,1,0,0,0,1,1,5,Medium
REC_0963,ICAD - An Economical Indoor & Outdoor Delivery Vehicle Capable of Autonomous Navigation,A. M. Darya,2019,,10.1109/ICASET.2019.8714225,1,0,0,0,0,0,1,1,3,Low
REC_0964,Indoor autonomous drone development,Z. Horvath,2017,,10.1109/FSKD.2017.8393248,1,0,0,0,0,0,1,0,2,Low
REC_0965,An Autonomous Service Mobile Robot for Indoor Environments,L. Cao,2020,,10.1109/IPEC49694.2020.9115180,1,0,0,1,0,0,1,1,4,Medium
REC_0966,UAV-BS Operation Plan Using Reinforcement Learning for Unified Communication and Positioning in GPS-Denied Environment,G. Haile,2024,,10.23919/transcom.2023EBP3174,1,1,1,0,0,0,1,1,5,Medium
REC_0967,A Marker-Based Method of Autonomous Landing for Unmanned Aerial Vehicles,R. Yang,2024,,10.1109/ICUS61736.2024.10839850,1,1,1,0,0,0,1,1,5,Medium
REC_0968,"A low-cost underwater navigation system for remotely operated underwater vehicle — Design, system-integration, and implementation",W. Budiman,2014,,10.1109/ICCIC.2014.7238429,1,1,1,0,0,0,1,1,5,Medium
REC_0969,Intelligent Patrol Robot Based on Visual Machine Deep Learning,L. Liu,2021,,10.1109/CONF-SPML54095.2021.00069,1,0,0,1,0,0,1,1,4,Medium
REC_0970,Multi-Sensor Fusion–Based Localization Method for Underwater Autonomous Vehicles,S. Yikai,2026,,10.1109/ICETCI68937.2026.11610814,1,0,1,0,0,0,1,1,4,Medium
REC_0971,Smart Wheelchair to Facilitate Disabled Individuals,A. Jayakody,2019,,10.1109/ICAC49085.2019.9103409,1,0,0,0,0,0,1,1,3,Low
REC_0972,Multi-objective path planning in GPS denied environments under localization constraints,S. D. Bopardikar,2014,,10.1109/ACC.2014.6858731,1,0,1,1,0,1,1,1,6,High
REC_0973,Landmark Placement for Localization in a GPS-denied Environment,K. Sundar,2018,,10.23919/ACC.2018.8431886,1,1,0,0,0,0,1,1,4,Medium
REC_0974,An Adaptive Image Thresholding Algorithm Using Fuzzy Logic for Autonomous Underwater Vehicle Navigation,I. -C. Sang,2024,,10.1109/JSTSP.2024.3426484,1,1,1,0,0,0,1,1,5,Medium
REC_0975,Tightly-coupled Lidar-inertial Odometry and Mapping in Real Time,W. Dai,2020,,10.23919/CCC50068.2020.9188801,1,1,1,0,1,0,1,1,6,High
REC_0976,CNN-LiDAR-SLAM: Multimodal Fusion With Object Detection for Indoor Localization,S. Hussain Kalan,2025,,10.1109/ACCESS.2025.3635243,1,1,1,0,1,0,1,1,6,High
REC_0977,Underwater navigation: LiDAR sensing in water to 9 m distance through semi-transparent obstacles,S. M. Pershin,2022,,10.1109/ICLO54117.2022.9839859,1,1,0,0,0,0,1,1,4,Medium
REC_0978,Implementation of a home appliance mobile platform based on computer vision: self-charging and mapping,F. -D. Secuianu,2018,,10.1109/ICSTCC.2018.8540685,1,1,0,0,0,0,1,1,4,Medium
REC_0979,Magnetic Mapping for Robot Navigation in Indoor Environments,D. Almeida,2021,,10.1109/IPIN51156.2021.9662528,1,0,0,0,0,0,1,1,3,Low
REC_0980,TinySLAM improvements for indoor navigation,A. Huletski,2016,,10.1109/MFI.2016.7849536,1,0,1,0,0,0,1,1,4,Medium
REC_0981,Multi-sensor Data Analysis in Terms of Autonomous Drone Flight without GPS,G. Issassis,2023,,10.1109/PIERS59004.2023.10221335,1,0,1,0,1,0,1,1,5,Medium
REC_0982,Indoor Navigation Based on Model Switching in Overlapped Known Regions,E. Macias,2019,,10.1109/RoMoCo.2019.8787361,1,1,1,0,0,0,1,1,5,Medium
REC_0983,Real-Time Velocity and Hovering Control for Rotorcraft Based on Visual State Estimation,H. Du,2021,,10.1109/CAC53003.2021.9728667,1,1,0,0,1,0,1,1,5,Medium
REC_0984,Robust Urban Navigation for Autonomous Vehicles using Vision based Segmentation Graph Attention and Hierarchical Learning,M. I. Habelalmateen,2025,,10.1109/ICICKE65317.2025.11136723,1,1,0,0,0,0,1,1,4,Medium
REC_0985,A Benchmark of Absolute and Relative Positioning Solutions in GNSS Denied Environments,H. Yao,2024,,10.1109/JIOT.2023.3300018,1,1,1,1,0,0,1,1,6,High
REC_0986,Field Test Results of GNSS-denied Inertial Navigation aided by Phased-array Radio Systems for UAVs,K. Gryte,2019,,10.1109/ICUAS.2019.8798057,1,0,0,1,0,0,1,1,4,Medium
REC_0987,QRPos: Indoor positioning system for self-balancing robots based on QR codes,G. Goronzy,2016,,10.1109/IPIN.2016.7743616,1,1,1,1,0,0,1,1,6,High
REC_0988,PRM-RL: Long-range Robotic Navigation Tasks by Combining Reinforcement Learning and Sampling-Based Planning,A. Faust,2018,,10.1109/ICRA.2018.8461096,1,1,0,0,1,0,1,1,5,Medium
REC_0989,Covariance and Gain-based Federated Unscented Kalman Filter for Acoustic-Visual-Inertial Underwater Navigation,A. Bucci,2021,,10.23919/OCEANS44145.2021.9705843,1,1,0,1,0,1,1,1,6,High
REC_0990,Review of the Drone Applications in Urban Underground Environments,C. Tang,2025,,10.1109/ICCEA65460.2025.11103266,1,1,0,0,0,0,1,1,4,Medium
REC_0991,Inertial-based Autonomous Navigation and Gravity Measurement System assisted by LDV,G. Chunfeng,2025,,10.1109/ISA67150.2025.11279677,1,1,1,0,0,0,1,1,5,Medium
REC_0992,A Vertical Channel-Enhanced Fusion Method Based on RINS and Barometric Altimeter for UAVs in GNSS Denial Environments,X. Zhao,2023,,10.1109/TIM.2023.3284018,1,1,1,0,1,0,1,1,6,High
REC_0993,"Fast, autonomous flight in GPS-denied and cluttered environments",Mohta K.,2018,,10.1002/rob.21774,1,0,0,0,1,0,1,1,4,Medium
REC_0994,Automated localization of UAVs in GPS-denied indoor construction environments using fiducial markers,Nahangi M.,2018,,10.22260/isarc2018/0012,1,1,0,0,1,0,1,1,5,Medium
REC_0995,Experimentation of Monocular Visual-Aided Inertial Navigation on Fixed-Wing Unmanned Aerial Vehicle †,Sivalingam B.,2023,,10.3390/ENC2023-15476,1,1,0,1,1,0,1,1,6,High
REC_0996,A graphics-based digital twin (GBDT) framework for accurate UAV localization in GPS-denied environments,Matiki T.,2024,,10.1177/13694332241291256,1,1,1,0,0,0,1,1,5,Medium
REC_0997,Autonomous Flight for Multi-UAV in GPS-Denied Environment,Lu J.,2023,,10.1007/978-981-19-3998-3_85,1,1,0,0,1,0,1,1,5,Medium
REC_0998,Toward a Low-Cost Planetary Rover: Real-Time Embedded Multi-Sensor Fusion for Robust Obstacle-Aware Navigation,Mahmood A.,2025,,10.1109/ACCESS.2025.3634810,1,1,1,1,1,1,1,1,8,High
REC_0999,I Am Not Afraid of the GPS Jammer: Resilient Navigation Via Signals of Opportunity in GPS-Denied Environments,Kassas Z.M.,2022,,10.1109/MAES.2022.3154110,1,1,1,0,1,1,1,1,7,High
REC_1000,ReFDrone: One-Shot Indoor Drone 4DoF Estimation via Rolling-Shutter AoA from Floor-Reflected Light,Onishi Y.,2026,,10.1109/PerCom67906.2026.11524473,1,1,1,1,1,0,1,1,7,High
REC_1001,Perception and navigation for an autonomous quadrotor in GPS-denied environments,Saeedi S.,2016,,10.2316/Journal.206.2016.6.206-4434,1,1,0,0,1,0,1,1,5,Medium
REC_1002,An integrated UAV navigation system based on geo-registered 3D point cloud,Zhang S.,2017,,10.1109/MFI.2017.8170396,1,1,1,0,0,0,1,1,5,Medium
REC_1003,SmartCopter: Enabling autonomous flight in indoor environments with a smartphone as on-board processing unit,Mossel A.,2014,,10.1108/IJPCC-01-2014-0010,1,1,0,0,1,0,1,1,5,Medium
REC_1004,A Robust Localization Solution for an Uncrewed Ground Vehicle in Unstructured Outdoor GNSS-Denied Environments,Wagner W.J.,2023,,10.33012/2023.19412,1,1,1,0,0,0,1,1,5,Medium
REC_1005,New UAV velocity estimation using array of hall effect sensors for indoor navigation,Zahran S.,2019,,10.33012/2019.16815,1,1,1,1,1,1,1,1,8,High
REC_1007,Robust geo-localization of UAVSAR in GPS-Denied environments using deep cross-modality matching with google Earth imagery,Naanjam R.,2026,,10.1007/s12518-026-00694-2,1,1,1,1,1,0,1,1,7,High
REC_1008,Visual Odometry in GPS-Denied Zones for Fixed-Wing Unmanned Aerial Vehicle with Reduced Accumulative Error Based on Satellite Imagery,Mateos-Ramirez P.,2024,,10.3390/app14167420,1,1,1,0,1,0,1,1,6,High
REC_1009,A single sensor system for mapping in GNSS-denied environments,de Paula Veronese L.,2019,,10.1016/j.cogsys.2019.03.018,1,1,0,0,0,0,1,1,4,Medium
REC_1010,Modified ICP based Framework for 3D Localization and Mapping in GNSS-denied Environments using LiDAR,Koshti M.,2024,,10.5194/isprs-archives-XLVIII-4-2024-275-2024,1,1,1,0,0,0,1,1,5,Medium
REC_1011,Real-time unmanned aerial system (UAS) based interference localization in a GNSS denied environment,Perkins A.,2019,,10.33012/2019.16992,1,1,1,0,1,0,1,1,6,High
REC_1012,Multi-Sensor Based Adaptive Fusion Scheme for Position Estimation of Multirotor UAV Systems in GPS-Denied Environments,Busse L.,2025,,10.2514/6.2025-99640,1,1,1,0,1,1,1,1,7,High
REC_1013,Unmanned aerial vehicle localization using angle of departure from a single base station and dead-reckoning,Rajasekaran A.,2024,,10.1049/ell2.13092,1,1,1,0,0,0,1,1,5,Medium
REC_1014,Cooperative UAV Swarm Communication Networks for Rapid Disaster Assessment in GPS-Denied Environments,Wang P.,2026,,10.3390/drones10050355,1,1,1,1,1,1,1,1,8,High
REC_1015,Autonomous Navigation Method for UAV Based on the Fusion of Laser SLAM and AprilTag,Zhou J.,2025,,10.1088/1742-6596/3012/1/012002,1,1,1,0,0,0,1,1,5,Medium
REC_1016,Multi-sensor information fusion methods for coal mine exploration in GNSS-denied scenarios,Wang S.,2026,,10.1186/s13638-025-02490-9,1,1,1,1,1,1,1,1,8,High
REC_1017,A Real-Time Simulator for Navigation in GNSS-Denied Environments of UAV Swarms,Zhang H.,2023,,10.3390/app132011278,1,1,0,0,1,1,1,1,6,High
REC_1018,OPsCV: A Robust Framework for Aerial Navigation under Global Positioning System Denied Conditions,Xavier N.A.Z.,2026,,10.1590/jatm.v18.1413,1,1,1,1,1,0,1,1,7,High
REC_1019,Multi-Sensor Fusion SLAM for Interceptor UAVs in GNSS-Denied Environments: A Review,Liu B.,2026,,10.1109/JSEN.2026.3720978,1,1,0,1,1,0,1,1,6,High
REC_1020,R-LVIO: Resilient LiDAR-Visual-Inertial Odometry for UAVs in GNSS-denied Environment,Zhang B.,2024,,10.3390/drones8090487,1,1,1,1,0,0,1,1,6,High
REC_1021,GPS-denied UAV localization using pre-existing satellite imagery,Goforth H.,2019,,10.1109/ICRA.2019.8793558,1,1,1,1,1,1,1,1,8,High
REC_1022,UAV Autonomous Navigation System Based on Air–Ground Collaboration in GPS-Denied Environments,Yue P.,2025,,10.3390/drones9060442,1,0,0,0,1,0,1,1,4,Medium
REC_1023,A Hybrid Drone SINS/GNSS Information Fusion Method Based on Attention-Augmented TCN in GNSS-Denied Environments,Xu C.,2026,,10.3390/rs18091379,1,0,1,0,1,0,1,1,5,Medium
REC_1024,Optical Coastal GNSS-Denied Navigation for Reduction in AUV Underwater Navigation Error,Praczyk T.,2026,,10.3390/s26144601,1,1,1,0,1,0,1,1,6,High
REC_1026,Indoor UAV Localization via Multi-Anchor One-Shot Calibration and Factor Graph Fusion,Zhao J.,2026,,10.3390/rs18091407,1,1,1,1,1,0,1,1,7,High
REC_1027,I am not afraid of the jammer: Navigating with signals of opportunity in GPS-denied environments,Kassas Z.M.,2020,,10.33012/2020.17737,1,1,1,0,1,1,1,1,7,High
REC_1028,Integrated navigation for autonomous drone in GPS and GPS-denied environments,Suzuki S.,2018,,10.20965/jrm.2018.p0373,1,1,1,0,0,0,1,1,5,Medium
REC_1029,A Localization Strategy for Low-cost UAVs Sewers Inspection,Maisto P.,2026,,10.1109/SII64115.2026.11404663,1,1,1,0,1,0,1,1,6,High
REC_1031,"Real-Time Localization and Mapping Utilizing Multi-Sensor Fusion and Visual–IMU–Wheel Odometry for Agricultural Robots in Unstructured, Dynamic and GPS-Denied Greenhouse Environments",Yan Y.,2022,,10.3390/agronomy12081740,1,1,1,1,0,0,1,1,6,High
REC_1032,Synchronized Multi-Directional FMCW mmWave Radar–Inertial Odometry: Robust Positioning and Autonomous Navigation Experiments for UAVs in Low-Light Indoor Environments,Jing Y.,2026,,10.3390/drones10020120,1,1,1,0,1,0,1,1,6,High
REC_1033,VG-Fusion: A Novel Visual Geo-Localization Fused with IMU and LiDAR-Inertial Odometry for UAVs in GNSS-Denied Environments,Xu Z.,2025,,10.1142/S2301385026500561,1,1,1,1,1,0,1,1,7,High
REC_1034,Uavs enhanced navigation in outdoor gnss denied environment using UWB and monocular camera systems,Zahran S.,2019,,10.5194/isprs-archives-XLII-2-W13-665-2019,1,1,1,0,1,0,1,1,6,High
REC_1035,An improved selective correction adaptive particle filter-based cooperative navigation algorithm for UAV swarms in GNSS-denied areas,Li C.,2026,,10.1088/1361-6501/ae65bc,1,1,1,1,0,0,1,1,6,High
REC_1036,Robust 6-DoF Absolute Visual Localization for UAVs via Deep Homography Estimation,Li B.,2026,,10.1109/TGRS.2026.3718093,1,0,1,1,1,0,1,1,6,High
REC_1037,Survive Against Degradations: An Insight of LiDAR-IMU SLAM Under Feature Degradations,Yang M.,2025,,10.1109/CVIDL65390.2025.11085801,1,1,1,1,1,0,1,1,7,High
REC_1038,H-CoRE: A Cooperative Framework for Heterogeneous Multi-Robot Exploration and Inspection,D’Angelo S.,2026,,10.3390/drones10040232,1,1,0,0,1,0,1,1,5,Medium
REC_1039,"Aerial Localization and Navigation for Surveillance of Large, Featureless, GNSS-Denied Maritime Environments",Peti M.,2025,,10.1002/rob.22610,1,1,1,0,0,0,1,1,5,Medium
REC_1040,Remote Autonomy for Multiple Small Lowcost UAVs in GNSS-denied Search and Rescue Operations,Schleich D.,2025,,10.1109/SSRR68451.2025.11391295,1,0,0,0,1,0,1,1,4,Medium
REC_1041,A Review of Recent Mobile Robot Application Using V-SLAM in GNSS-Denied Environment,Saleh I.,2022,,10.1007/978-981-16-8129-5_51,1,1,0,0,0,0,1,1,4,Medium
REC_1042,Simulation Design for Learning Data Collection to Estimate UAM Location in GNSS-Denied using 3D Spatial Information,Wi H.,2024,,10.1109/ICUFN61752.2024.10624823,1,1,0,0,0,0,1,1,4,Medium
REC_1043,Consistent-Innovation-Aided Distributed Cooperative Localization for Multi-UAV Navigation in GNSS-Denied Environments,Hou Z.,2026,,10.3390/rs18142286,1,1,1,1,0,1,1,1,7,High
REC_1044,Magnetometer-based enhanced visual-inertial odometry for reliable long-range navigation in GNSS-denied high-altitude environment,Abdollahi M.R.,2026,,10.1016/j.ast.2026.112673,1,0,1,0,1,0,1,1,5,Medium
REC_1045,Optical and mass flow sensors for aiding vehicle navigation in gnss denied environment,Moussa M.,2020,,10.3390/s20226567,1,1,1,0,1,0,1,1,6,High
REC_1046,A UAV scene matching method based on triplet relationship and sliding mode control for GPS-denied environments,Chen Z.,2026,,10.1016/j.measurement.2026.120581,1,0,1,1,0,0,1,1,5,Medium
REC_1047,A lightweight and robust multi-sensor positioning system integrating GPS/VIO with resilience to GPS outages and visual odometry challenges,Ebrahimi A.,2025,,10.1007/s10291-025-01912-x,1,1,1,1,0,0,1,1,6,High
REC_1048,Airspeed-Aided State Estimation Algorithm of Small Fixed-Wing UAVs in GNSS-Denied Environments,Ye X.,2022,,10.3390/s22093156,1,1,1,1,1,0,1,1,7,High
REC_1049,"UAV tracking of mobile target in occluded, cluttered and GPS-denied environments",Vanegas F.,2018,,10.1109/AERO.2018.8396449,1,1,0,0,0,0,1,1,4,Medium
REC_1050,Master-Slave Cross-Domain Unmanned System Cooperative Localization in GNSS Denied Environment,Han J.,2024,,10.1007/978-981-97-1091-1_27,1,1,0,0,1,0,1,1,5,Medium
REC_1051,Autonomous vision-based UAV localization and optimization-based path planning in GPS-denied environments: a review,Hu Z.,2026,,10.1088/2631-8695/ae305b,1,1,0,1,1,0,1,1,6,High
REC_1052,Seamless navigation and mapping using an INS/GNSS/grid-based SLAM semi-tightly coupled integration scheme,Chiang K.W.,2019,,10.1016/j.inffus.2019.01.004,1,1,1,0,1,0,1,1,6,High
REC_1053,"Context-sensitive guidance, navigation, and control for autonomous vehicles in GNSS-denied underground environments",Hakonen-Milosevic K.,2025,,10.1117/12.3071939,1,0,0,0,0,0,1,1,3,Low
REC_1054,Augmented reality-based vision-aid indoor navigation system in GPS denied environment,Rajeev S.,2019,,10.1117/12.2519224,1,1,1,0,0,0,1,1,5,Medium
REC_1055,An Autonomously Navigation System for Forestry Quadrotor within GPS-denied Below-canopy Environment,Xia Y.,2018,,10.1109/GNCC42960.2018.9019136,1,1,1,0,0,0,1,1,5,Medium
REC_1056,VecMapLocNet: Vision-based UAV localization using vector maps in GNSS-denied environments,Wang Z.,2025,,10.1016/j.isprsjprs.2025.04.009,1,1,1,1,1,0,1,1,7,High
REC_1057,Autonomous flight using a smartphone as on-board processing unit in GPS-denied environments,Leichtfried M.,2013,,10.1145/2536853.2536898,1,1,1,0,1,0,1,1,6,High
REC_1058,Robust markers for visual navigation using Reed-Solomon codes,Gubbi J.,2017,,10.23919/MVA.2017.7986900,1,1,1,0,1,0,1,1,6,High
REC_1059,Enhanced drone navigation in GNSS denied environment using VDM and Hall effect sensor,Zahran S.,2019,,10.3390/ijgi8040169,1,0,1,0,0,0,1,1,4,Medium
REC_1060,"PCDATM SLAM-BASED TECHNOLOGY FOR POINT CLOUD AND TRAJECTORY OPTIMIZATION FOR AIRBORNE, LAND, AND INDOOR APPLICATIONS IN GNSS-DENIED ENVIRONMENTS",Mostafa M.M.R.,2023,,10.5194/isprs-archives-XLVIII-1-W1-2023-333-2023,1,1,1,0,0,0,1,1,5,Medium
REC_1061,Lane Level Positioning Method for Unmanned Driving Based on Inertial System and Vector Map Information Fusion Applicable to GNSS Denied Environments,Dai M.,2023,,10.3390/drones7040239,1,1,1,0,1,0,1,1,6,High
REC_1062,Real-time geospatial positioning for uavs in gps-denied environments using lidar data,Kim H.,2020,,10.2514/6.2020-2194,1,1,1,0,1,0,1,1,6,High
REC_1063,Visual Inertial Navigation for a Small UAV Using Sparse and Dense Optical Flow,Fanin F.,2019,,10.1109/REDUAS47371.2019.8999672,1,1,0,0,0,0,1,1,4,Medium
REC_1064,Autonomous Navigation for Micro Aerial Vehicles in Complex GNSS-denied Environments,Nieuwenhuisen M.,2016,,10.1007/s10846-015-0274-3,1,0,0,0,0,0,1,1,3,Low
REC_1065,Fast localization method for UAV images in GNSS-Denied environments utilizing image sequence relationships,Gao H.,2025,,10.1117/12.3055751,1,0,1,0,0,0,1,1,4,Medium
REC_1066,A Secure ZUPT-Aided Indoor Navigation System Using Blockchain in GNSS-Denied Environments,Shakerian A.,2023,,10.3390/s23146393,1,1,1,0,1,1,1,1,7,High
